Type,Name,Desc,Price
Bourbon,"Orphan Barrel ""Forged Oak"" 15 Year Old Kentucky Bourbon Whiskey (750ml)","91 points Whisky Advocate: ""The fourth release (and best so far) in Diageo’s Orphan Barrel series. This bourbon was distilled at what was then called the George T. Stagg distillery (now Buffalo Trace) and spent the last several years maturing at Stitzel-Weller. It’s nicely balanced and not over-oaked, with spice (clove, cinnamon), oak resin, and leather, along with sweet notes (honeyed fruit, soft vanilla, coconut custard) and a nice creamy texture. Better than most 20-plus year old bourbons on the market. (JH, Summer 2015)"" (4/2015)  Wine Enthusiast: ""This 15-year-old Bourbon was distilled at the New  ...Read More » ",$119.99 
Bourbon,Lost Republic Straight Bourbon Whiskey (750ml)," 
                                                        One of the more interesting and intriguing independent bottlings of bourbon since Black Maple Hill went out of production, Lost Republic whiskey is made of three different bourbons from three different states: Indiana, Tennessee and California. Matt Weese and his team in Healdsburg are contracting spirits and aging the barrels separately in their Napa warehouse, using them to create a fruity, grainy and gritty style of American whiskey. The fruity, young whiskey aromas are potent on the nose, but the woody, vanilla notes balance out the youth on the pala...
                                                        Read More » 
 Read More » ",$32.99 
Bourbon,Rowan's Creek Bourbon (750ml)," Rowan’s Creek bourbon is stored in charred oak barrels and is hand-bottled at 50% alc./vol. (100 proof). This boutique bourbon is still made in small lots, batch-by-batch. Rowan's Creek takes its namesake from the creek that runs directly through the distillery. This creek still carries the best limestone spring water that is essential for making good bourbon. ",$39.99 
Bourbon,"High West ""American Prairie"" Bourbon Whiskey (750ml)"," Whisky Advocate: ""Finished 2 years in Quady Black Muscat barrels. Deep amber, ruby hues. Richly sweet, with raspberry preserve, pipe tobacco, dark chocolate, prune, honeysuckle, vanilla, and black tea. Dry leather finish cuts through the sweetness. Unique and peculiar. (JH, Spring 2017)""  Wine Enthusiast: ""Made with a blend of straight Bourbons, this whiskey has a mild vanilla and resin scent. On the palate, flavors run to vanilla, cedar and citrus. Adding water brings out distinct cinnamon and peach notes, before fading into vanilla. (KN)"" (7/2015) K&L Notes:  
                                                        High West is dedicated to preserving and prom...
                                                        Read More » 
 Read More » ",$33.99 
Bourbon,"Jefferson's ""K&L Exclusive"" Very Small Batch Bourbon (750ml)"," 
                                                        The wonderful Jefferson brand has a long history of bottling exceptional bourbon. Founded in 1997, right before the explosion in interested the American Whiskey category by Trey and Chet Zoeller, Jefferson's has long been a leader in innovative new ways to create and offer ultra high quality bourbon drinking experiences for an affordable price. They've recently partnered with the exciting experimental distiller Kentucky Artisan Distillery to have a true home for this special brand. From their exceptional Presidential Select range to the unparalleled Ocea...
                                                        Read More » 
 Read More » ",$29.99 
Bourbon,"Barrell 9 Year Old ""Batch #15"" Single Barrel Cask Strength Bourbon Whiskey (750ml)",  ,$89.99 
Bourbon,Tom's Foolery Bottled In Bond Single Barrel #31 Ohio Straight Bourbon Whiskey (750ml)," 
                                                        Tom's Foolery continues to deliver on the promise of providing ultra high quality craft whiskey at absolutely amazing prices. Tom and Lianne Herbruck are the perfect partners, not only are they the sweetest most down to earth distillers on this continent, they truly care about making the very best possible whiskey the old fashioned way. They're also super chill so when they sent out this sample of BIB bourbon at just under 5 years old I jumped at the chance to bottle, but I asked if we could push the bottling date till exactly five years, their response ...
                                                        Read More » 
 Read More » ",$49.99 
Bourbon,"Rebel Yell ""Reserve"" Straight Kentucky Bourbon (750ml)", Rebel Yell is a value-priced wheated Bourbon that comes from one of Kentucky's largest producers located in Bardstown. The reserve is a six year expression that brings a lot of value for the money! ,$21.99 
Bourbon,Noah's Mill Kentucky Bourbon Whiskey (750ml)," Whisky Advocate: ""From the folks at Willett distillery, Noah’s Mill has less than 20 barrels in a batch and will include 15 year old barrels in the dump. The deep amber color prepares the nose for what promises to be an exciting ride. Aromas of ginger, plums, cinnamon, fresh-baked cornbread, and fresh-squeezed cherries. The warm palate packs caramel, nutmeg, and vanilla with lovely cinnamon on the finish. Sourced whiskey. (FM, Spring 2016)""  Wine Spectator: ""A fiery oak nose eventually yields sweet corn, herbal grass notes and light vanilla. Laser-intense flavors of mint, rye and eau-de-vie- ...Read More » ",$54.99 
Bourbon,Old Forester Signature 100 Proof Straight Kentucky Bourbon Whisky (750ml),"94 points Wine Enthusiast: ""*Top 50 Spirits 2013 & Best Buy*  This luxurious Bourbon shows layered and dense flavors that run to the darker and drier side: cocoa, espresso, clove and allspice, all wrapped in beautiful caramel and butterscotch aromatics. At 100 proof, the alcohol deservedly feels intense, so best to temper this with a bit of branch-water or ice. (KN)"" (7/2013)  ",$22.99 
Bourbon,Woodford Reserve Double Oak Bourbon (750ml),"93 points Wine Enthusiast: ""For a warm and comforting sipper on a chilly evening, this is a fine way to go. This honey-hued Bourbon has a big, powerful, sweet caramel aroma, and a rich mix of buttery, oaky and toasty flavors. Consider it as a dessert pairing. (KN)"" (7/2012) K&L Notes:  
                                                        Woodford Reserve's Double Oak is exactly what it sounds like: The classic Woodford Reserve Bourbon put back into new charred oak barrels for a double maturation. Not only are the barrels charred in this case, but they're charred to the blackest possible level (any further and the wood would simply disintegrate). T...
                                                        Read More » 
 Read More » ",$42.99 
